Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad,ventas_log,ventas_lag_1,ventas_lag_7,ventas_media_7d,ventas_std_7d,dias_cobertura,promo_x_ventas,leadtime_x_ventas,clima_encoded,target_demanda_7d
2024-03-19,HZ-Atun-Agua-140g,CEDI_Bajio,106,1955,5,0,23.08,Despejado,8000,12.59,4.672828834461906,113.0,105.0,102.0,8.812869377601505,18.27102803738318,0,530,0.0,695.0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Bajio,90,1452,5,1,22.81,Lluvia,8000,10.04,4.51085950651685,106.0,85.0,102.14285714285714,8.87747282786737,15.956043956043956,90,450,0.0,714.0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Bajio,106,1356,5,0,23.91,Despejado,8000,12.04,4.672828834461906,90.0,104.0,102.85714285714286,7.335497516155499,12.672897196261681,0,530,0.0,695.0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Bajio,97,506,5,0,23.01,Despejado,8000,11.03,4.584967478670572,106.0,105.0,103.14285714285714,7.425823667638279,5.163265306122449,0,485,0.0,697.0
2024-03-23,HZ-Atun-Agua-140g,CEDI_Bajio,103,783,5,1,22.81,Despejado,8000,10.53,4.6443908991413725,97.0,105.0,102.0,7.702813338860877,7.528846153846154,103,515,0.0,698.0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Bajio,92,1820,5,0,23.81,Despejado,8000,9.7,4.532599493153256,103.0,97.0,101.71428571428571,7.609517849690717,19.56989247311828,0,460,0.0,701.0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Bajio,116,528,5,0,22.79,Lluvia,8000,11.31,4.762173934797756,92.0,113.0,101.0,8.326663997864516,4.512820512820513,0,580,0.0,686.0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Bajio,91,1906,5,0,23.82,Lluvia,8000,10.81,4.5217885770490405,116.0,106.0,101.42857142857143,9.089502055615993,20.717391304347824,0,455,0.0,695.0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Bajio,109,288,5,0,22.63,Tormenta,8000,11.99,4.700480365792417,91.0,90.0,99.28571428571429,9.586697132211997,2.618181818181818,0,545,3.0,684.0
2024-03-28,HZ-Atun-Agua-140g,CEDI_Bajio,87,363,5,0,23.72,Despejado,8000,9.77,4.477336814478207,109.0,106.0,102.0,9.201449161228158,4.125,0,435,0.0,698.0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Bajio,99,430,5,0,23.3,Despejado,8000,11.23,4.605170185988092,87.0,97.0,99.28571428571429,10.53113298295875,4.3,0,495,0.0,699.0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Bajio,104,160,5,0,23.98,Despejado,8000,12.33,4.653960350157523,99.0,103.0,99.57142857142857,10.485818086939174,1.5238095238095237,0,520,0.0,679.0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Bajio,95,1039,5,0,23.26,Lluvia,8000,10.13,4.564348191467836,104.0,92.0,99.71428571428571,10.54694719992923,10.822916666666666,0,475,0.0,677.0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Bajio,101,1518,5,0,23.76,Despejado,8000,10.02,4.624972813284271,95.0,116.0,100.14285714285714,10.23765226062712,14.882352941176471,0,505,0.0,681.0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Bajio,100,1793,5,0,24.1,Despejado,8000,9.02,4.61512051684126,101.0,91.0,98.0,7.5938571665963295,17.752475247524753,0,500,0.0,680.0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Bajio,98,1629,5,0,23.33,Lluvia,8000,9.73,4.59511985013459,100.0,109.0,99.28571428571429,6.945365018348207,16.454545454545453,0,490,0.0,695.0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Bajio,101,1021,5,0,23.73,Despejado,8000,10.69,4.624972813284271,98.0,87.0,97.71428571428571,5.468524655221158,10.009803921568627,0,505,0.0,678.0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Bajio,100,502,5,0,23.11,Lluvia,8000,9.22,4.61512051684126,101.0,99.0,99.71428571428571,2.8115408417381453,4.97029702970297,0,500,0.0,665.0
2024-04-06,HZ-Atun-Agua-140g,CEDI_Bajio,84,759,5,0,24.3,Lluvia,8000,9.6,4.442651256490317,100.0,104.0,99.85714285714286,2.7945525240230396,8.929411764705883,0,420,0.0,682.0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Bajio,93,134,5,0,23.47,Despejado,8000,10.73,4.543294782270004,84.0,95.0,97.0,6.110100926607766,1.425531914893617,0,465,0.0,675.0
2024-04-08,HZ-Atun-Agua-140g,CEDI_Bajio,105,1688,5,0,23.71,Despejado,8000,7.73,4.663439094112067,93.0,101.0,96.71428571428571,6.264031867582969,15.924528301886792,0,525,0.0,663.0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Bajio,99,471,5,0,23.9,Despejado,8000,11.97,4.605170185988092,105.0,100.0,97.28571428571429,6.872997543873776,4.71,0,495,0.0,680.0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Bajio,113,109,5,0,23.0,Despejado,8000,10.37,4.736198448394496,99.0,98.0,97.14285714285714,6.817344825970753,0.956140350877193,0,565,0.0,676.0
2024-04-11,HZ-Atun-Agua-140g,CEDI_Bajio,84,1943,5,0,23.59,Despejado,8000,10.89,4.442651256490317,113.0,101.0,99.28571428571429,9.105205209371263,22.858823529411765,0,420,0.0,680.0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Bajio,87,167,5,0,23.01,Despejado,8000,9.67,4.477336814478207,84.0,100.0,96.85714285714286,10.699354675689097,1.8977272727272727,0,435,0.0,700.0
2024-04-13,HZ-Atun-Agua-140g,CEDI_Bajio,101,1860,5,0,22.92,Tormenta,8000,8.77,4.624972813284271,87.0,84.0,95.0,11.180339887498937,18.235294117647058,0,505,3.0,713.0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Bajio,86,1319,5,0,23.32,Despejado,8000,10.32,4.465908118654584,101.0,93.0,97.42857142857143,10.195704043977571,15.160919540229886,0,430,0.0,717.0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Bajio,93,1670,5,1,22.97,Despejado,8000,10.93,4.543294782270004,86.0,105.0,96.42857142857143,11.012979355547433,17.76595744680851,93,465,0.0,712.0
2024-04-16,HZ-Atun-Agua-140g,CEDI_Bajio,116,1120,5,0,23.41,Lluvia,8000,10.7,4.762173934797756,93.0,99.0,94.71428571428571,10.3716646962495,9.572649572649572,0,580,0.0,718.0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Bajio,109,1256,5,0,22.8,Tormenta,8000,9.9,4.700480365792417,116.0,113.0,97.14285714285714,13.158375931050792,11.418181818181818,0,545,3.0,719.0
2024-04-18,HZ-Atun-Agua-140g,CEDI_Bajio,88,252,5,0,23.72,Despejado,8000,10.55,4.48863636973214,109.0,84.0,96.57142857142857,12.421180068162363,2.831460674157303,0,440,0.0,736.0
2024-04-19,HZ-Atun-Agua-140g,CEDI_Bajio,107,1722,5,0,24.05,Despejado,8000,11.94,4.68213122712422,88.0,87.0,97.14285714285714,11.824107738409841,15.944444444444445,0,535,0.0,724.0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Bajio,114,249,5,0,23.63,Lluvia,8000,9.6,4.74493212836325,107.0,101.0,100.0,11.372481406154641,2.1652173913043478,0,570,0.0,705.0
2024-04-21,HZ-Atun-Agua-140g,CEDI_Bajio,90,144,5,0,23.32,Despejado,8000,10.61,4.51085950651685,114.0,86.0,101.85714285714286,12.562226069034244,1.5824175824175823,0,450,0.0,721.0
2024-04-22,HZ-Atun-Agua-140g,CEDI_Bajio,88,1898,5,0,23.14,Despejado,8000,10.16,4.48863636973214,90.0,93.0,102.42857142857143,11.78780645210892,21.325842696629213,0,440,0.0,727.0
2024-03-08,HZ-Atun-Agua-140g,CEDI_Norte,110,1334,3,0,23.02,Despejado,8000,9.65,4.709530201312334,91.0,86.0,94.85714285714286,7.081162132224988,12.018018018018019,0,330,0.0,679.0
2024-03-09,HZ-Atun-Agua-140g,CEDI_Norte,82,1439,3,1,23.95,Lluvia,8000,11.77,4.418840607796598,110.0,102.0,98.28571428571429,7.846746368491116,17.337349397590362,82,246,0.0,699.0
2024-03-10,HZ-Atun-Agua-140g,CEDI_Norte,86,331,3,0,23.43,Tormenta,8000,9.47,4.465908118654584,82.0,98.0,95.42857142857143,9.692903638868021,3.8045977011494254,0,258,3.0,709.0
2024-03-11,HZ-Atun-Agua-140g,CEDI_Norte,98,1634,3,0,23.32,Despejado,8000,10.95,4.59511985013459,86.0,102.0,93.71428571428571,10.209705932988237,16.505050505050505,0,294,0.0,720.0
2024-03-12,HZ-Atun-Agua-140g,CEDI_Norte,88,1540,3,0,23.46,Lluvia,8000,9.02,4.48863636973214,98.0,86.0,93.14285714285714,9.771191865693275,17.303370786516854,0,264,0.0,714.0
2024-03-13,HZ-Atun-Agua-140g,CEDI_Norte,99,1433,3,0,24.06,Despejado,8000,9.7,4.605170185988092,88.0,99.0,93.42857142857143,9.554355775546265,14.33,0,297,0.0,714.0
2024-03-14,HZ-Atun-Agua-140g,CEDI_Norte,116,1921,3,0,24.08,Despejado,8000,10.26,4.762173934797756,99.0,91.0,93.42857142857143,9.554355775546265,16.418803418803417,0,348,0.0,688.0
2024-03-15,HZ-Atun-Agua-140g,CEDI_Norte,110,1871,3,0,23.92,Despejado,8000,11.05,4.709530201312334,116.0,110.0,97.0,12.662279942148382,16.855855855855857,0,330,0.0,674.0
2024-03-16,HZ-Atun-Agua-140g,CEDI_Norte,102,1436,3,0,23.91,Despejado,8000,9.92,4.634728988229636,110.0,82.0,97.0,12.662279942148382,13.941747572815533,0,306,0.0,675.0
2024-03-17,HZ-Atun-Agua-140g,CEDI_Norte,96,1182,3,0,23.42,Despejado,8000,10.03,4.574710978503383,102.0,86.0,99.85714285714286,10.838643387259784,12.185567010309278,0,288,0.0,688.0
2024-03-18,HZ-Atun-Agua-140g,CEDI_Norte,109,1704,3,0,23.02,Despejado,8000,11.44,4.700480365792417,96.0,98.0,101.28571428571429,9.2504826128926,15.49090909090909,0,327,0.0,700.0
2024-03-19,HZ-Atun-Agua-140g,CEDI_Norte,82,1644,3,0,23.92,Lluvia,8000,10.75,4.418840607796598,109.0,88.0,102.85714285714286,9.52940311926846,19.80722891566265,0,246,0.0,727.0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Norte,99,677,3,0,23.85,Despejado,8000,7.94,4.605170185988092,82.0,99.0,102.0,11.210114480533477,6.77,0,297,0.0,737.0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Norte,90,1804,3,0,23.59,Despejado,8000,9.8,4.51085950651685,99.0,116.0,102.0,11.210114480533477,19.824175824175825,0,270,0.0,742.0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Norte,96,101,3,1,23.25,Lluvia,8000,11.07,4.574710978503383,90.0,110.0,98.28571428571429,10.045136231269426,1.041237113402062,96,288,0.0,740.0
2024-03-23,HZ-Atun-Agua-140g,CEDI_Norte,103,632,3,0,22.93,Despejado,8000,8.89,4.6443908991413725,96.0,102.0,96.28571428571429,8.61615315776682,6.076923076923077,0,309,0.0,738.0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Norte,109,1116,3,0,24.45,Tormenta,8000,10.04,4.700480365792417,103.0,96.0,96.42857142857143,8.734169352933009,10.145454545454545,0,327,3.0,718.0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Norte,121,364,3,0,23.47,Despejado,8000,11.39,4.804021044733257,109.0,109.0,98.28571428571429,9.928314487939454,2.9836065573770494,0,363,0.0,690.0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Norte,109,868,3,0,23.02,Despejado,8000,10.58,4.700480365792417,121.0,82.0,100.0,12.727922061357852,7.890909090909091,0,327,0.0,687.0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Norte,109,1321,3,0,23.69,Despejado,8000,10.75,4.700480365792417,109.0,99.0,103.85714285714286,10.20504077124913,12.00909090909091,0,327,0.0,693.0
2024-03-28,HZ-Atun-Agua-140g,CEDI_Norte,95,1395,3,0,24.1,Lluvia,8000,10.98,4.564348191467836,109.0,90.0,105.28571428571429,10.111285538352437,14.53125,0,285,0.0,702.0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Norte,94,362,3,0,23.41,Despejado,8000,10.01,4.553876891600541,95.0,96.0,106.0,8.962886439832495,3.8105263157894735,0,282,0.0,696.0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Norte,101,315,3,1,23.26,Despejado,8000,11.32,4.624972813284271,94.0,103.0,105.71428571428571,9.357960705807034,3.088235294117647,101,303,0.0,684.0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Norte,89,805,3,0,22.71,Lluvia,8000,11.98,4.499809670330265,101.0,109.0,105.42857142857143,9.4843229042658,8.944444444444445,0,267,0.0,701.0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Norte,93,608,3,1,23.46,Despejado,8000,10.63,4.543294782270004,89.0,121.0,102.57142857142857,11.10341002961317,6.468085106382978,93,279,0.0,713.0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Norte,106,174,3,0,23.74,Despejado,8000,11.52,4.672828834461906,93.0,109.0,98.57142857142857,7.9552318813290785,1.6261682242990654,0,318,0.0,715.0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Norte,115,830,3,0,24.07,Despejado,8000,11.74,4.7535901911063645,106.0,109.0,98.14285714285714,7.3581830055291135,7.155172413793103,0,345,0.0,708.0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Norte,104,1348,3,0,23.13,Despejado,8000,9.97,4.653960350157523,115.0,95.0,99.0,9.000000000000016,12.838095238095239,0,312,0.0,683.0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Norte,88,200,3,1,22.57,Despejado,8000,10.61,4.48863636973214,104.0,94.0,100.28571428571429,8.97615889851716,2.247191011235955,88,264,0.0,702.0
2024-04-06,HZ-Atun-Agua-140g,CEDI_Norte,89,865,3,0,22.71,Despejado,8000,9.28,4.499809670330265,88.0,101.0,99.42857142857143,9.913915184512854,9.61111111111111,0,267,0.0,720.0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Norte,106,70,3,0,23.64,Lluvia,8000,9.89,4.672828834461906,89.0,89.0,97.71428571428571,10.609968358644098,0.6542056074766355,0,318,0.0,715.0
2024-04-08,HZ-Atun-Agua-140g,CEDI_Norte,105,1406,3,0,23.21,Despejado,8000,9.56,4.663439094112067,106.0,93.0,100.14285714285714,10.22135952191247,13.264150943396226,0,315,0.0,707.0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Norte,108,1874,3,0,23.06,Lluvia,8000,11.27,4.6913478822291435,105.0,106.0,101.85714285714286,9.822229404579732,17.192660550458715,0,324,0.0,698.0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Norte,108,261,3,0,23.42,Lluvia,8000,9.67,4.6913478822291435,108.0,115.0,102.14285714285714,9.990471651004473,2.3944954128440368,0,324,0.0,690.0
2024-04-11,HZ-Atun-Agua-140g,CEDI_Norte,79,1938,3,0,23.08,Despejado,8000,9.09,4.382026634673881,108.0,104.0,101.14285714285714,8.764104278791075,24.225,0,237,0.0,711.0
2024-04-12,HZ-Atun-Agua-140g,CEDI_Norte,107,902,3,0,24.07,Despejado,8000,11.52,4.68213122712422,79.0,88.0,97.57142857142857,11.928357568656073,8.351851851851851,0,321,0.0,701.0
2024-04-13,HZ-Atun-Agua-140g,CEDI_Norte,107,1285,3,0,23.94,Tormenta,8000,9.38,4.68213122712422,107.0,89.0,100.28571428571429,11.542880716619033,11.898148148148149,0,321,3.0,692.0
2024-04-14,HZ-Atun-Agua-140g,CEDI_Norte,101,497,3,0,22.99,Despejado,8000,10.56,4.624972813284271,107.0,106.0,102.85714285714286,10.574002260711124,4.872549019607843,0,303,0.0,696.0
2024-04-15,HZ-Atun-Agua-140g,CEDI_Norte,97,967,3,0,22.89,Tormenta,8000,10.82,4.584967478670572,101.0,105.0,102.14285714285714,10.494896719018122,9.86734693877551,0,291,3.0,694.0
2024-04-16,HZ-Atun-Agua-140g,CEDI_Norte,99,1343,3,0,22.77,Despejado,8000,10.08,4.605170185988092,97.0,108.0,101.0,10.567244989431584,13.43,0,297,0.0,679.0
2024-04-17,HZ-Atun-Agua-140g,CEDI_Norte,100,355,3,1,24.23,Despejado,8000,9.76,4.61512051684126,99.0,108.0,99.71428571428571,10.11128553835246,3.514851485148515,100,300,0.0,681.0
2024-04-18,HZ-Atun-Agua-140g,CEDI_Norte,100,920,3,1,23.07,Despejado,8000,9.76,4.61512051684126,100.0,79.0,98.57142857142857,9.449111825230705,9.108910891089108,100,300,0.0,670.0
2024-04-19,HZ-Atun-Agua-140g,CEDI_Norte,97,432,3,0,24.26,Lluvia,8000,11.54,4.584967478670572,100.0,107.0,101.57142857142857,3.909694909544036,4.408163265306122,0,291,0.0,686.0
2024-04-20,HZ-Atun-Agua-140g,CEDI_Norte,98,116,3,1,23.05,Despejado,8000,11.02,4.59511985013459,97.0,107.0,100.14285714285714,3.387652649872892,1.1717171717171717,98,294,0.0,687.0
2024-04-21,HZ-Atun-Agua-140g,CEDI_Norte,105,1679,3,0,23.58,Lluvia,8000,9.44,4.663439094112067,98.0,101.0,98.85714285714286,1.5735915849390207,15.839622641509434,0,315,0.0,679.0
2024-04-22,HZ-Atun-Agua-140g,CEDI_Norte,95,516,3,0,23.3,Tormenta,8000,12.08,4.564348191467836,105.0,97.0,99.42857142857143,2.760262237369486,5.375,0,285,3.0,688.0
2024-03-08,HZ-Atun-Agua-140g,CEDI_Occidente,112,273,5,0,23.58,Despejado,8000,11.36,4.727387818712341,106.0,100.0,97.85714285714286,4.845223470201398,2.415929203539823,0,560,0.0,684.0
2024-03-09,HZ-Atun-Agua-140g,CEDI_Occidente,102,1938,5,0,23.38,Despejado,8000,9.82,4.634728988229636,112.0,100.0,99.57142857142857,7.25389878748302,18.815533980582526,0,510,0.0,675.0
2024-03-10,HZ-Atun-Agua-140g,CEDI_Occidente,92,968,5,0,24.05,Despejado,8000,9.46,4.532599493153256,102.0,96.0,99.85714285714286,7.312741652498773,10.408602150537634,0,460,0.0,692.0
2024-03-11,HZ-Atun-Agua-140g,CEDI_Occidente,93,1731,5,0,24.34,Despejado,8000,9.95,4.543294782270004,92.0,94.0,99.28571428571429,7.804150299985381,18.414893617021278,0,465,0.0,710.0
2024-03-12,HZ-Atun-Agua-140g,CEDI_Occidente,80,1688,5,0,23.13,Despejado,8000,9.8,4.394449154672439,93.0,98.0,99.14285714285714,7.925245977856071,20.839506172839506,0,400,0.0,723.0
2024-03-13,HZ-Atun-Agua-140g,CEDI_Occidente,100,510,5,0,23.9,Despejado,8000,11.35,4.61512051684126,80.0,91.0,96.57142857142857,10.768118728560761,5.0495049504950495,0,500,0.0,720.0
2024-03-14,HZ-Atun-Agua-140g,CEDI_Occidente,115,1833,5,0,24.08,Lluvia,8000,10.12,4.7535901911063645,100.0,106.0,97.85714285714286,10.52661027157004,15.801724137931034,0,575,0.0,699.0
2024-03-15,HZ-Atun-Agua-140g,CEDI_Occidente,102,669,5,0,23.52,Despejado,8000,10.64,4.634728988229636,115.0,112.0,99.14285714285714,12.1164980010531,6.495145631067961,0,510,0.0,697.0
2024-03-16,HZ-Atun-Agua-140g,CEDI_Occidente,93,1693,5,0,23.67,Despejado,8000,11.27,4.543294782270004,102.0,102.0,97.71428571428571,10.873734190152677,18.01063829787234,0,465,0.0,692.0
2024-03-17,HZ-Atun-Agua-140g,CEDI_Occidente,109,1923,5,0,24.48,Despejado,8000,11.63,4.700480365792417,93.0,92.0,96.42857142857143,10.814452411120088,17.48181818181818,0,545,0.0,679.0
2024-03-18,HZ-Atun-Agua-140g,CEDI_Occidente,111,374,5,1,23.42,Despejado,8000,10.65,4.718498871295094,109.0,93.0,98.85714285714286,11.538754575033526,3.3392857142857144,111,555,0.0,664.0
2024-03-19,HZ-Atun-Agua-140g,CEDI_Occidente,93,613,5,0,23.65,Despejado,8000,12.25,4.543294782270004,111.0,80.0,101.42857142857143,12.011898862615938,6.5212765957446805,0,465,0.0,680.0
2024-03-20,HZ-Atun-Agua-140g,CEDI_Occidente,97,1899,5,0,24.1,Lluvia,8000,9.52,4.584967478670572,93.0,100.0,103.28571428571429,8.693182879212207,19.377551020408163,0,485,0.0,675.0
2024-03-21,HZ-Atun-Agua-140g,CEDI_Occidente,94,1181,5,0,23.56,Despejado,8000,9.62,4.553876891600541,97.0,115.0,102.85714285714286,8.952254305081867,12.43157894736842,0,470,0.0,709.0
2024-03-22,HZ-Atun-Agua-140g,CEDI_Occidente,100,679,5,0,23.34,Despejado,8000,11.3,4.61512051684126,94.0,102.0,99.85714285714286,7.6251463686185685,6.7227722772277225,0,500,0.0,712.0
2024-03-23,HZ-Atun-Agua-140g,CEDI_Occidente,88,1342,5,0,24.18,Despejado,8000,8.74,4.48863636973214,100.0,93.0,99.57142857142857,7.568732673685476,15.07865168539326,0,440,0.0,730.0
2024-03-24,HZ-Atun-Agua-140g,CEDI_Occidente,96,1081,5,0,23.58,Despejado,8000,10.39,4.574710978503383,88.0,109.0,98.85714285714286,8.474050024015888,11.144329896907216,0,480,0.0,739.0
2024-03-25,HZ-Atun-Agua-140g,CEDI_Occidente,96,1411,5,0,23.57,Despejado,8000,8.37,4.574710978503383,96.0,111.0,97.0,7.211102550927978,14.54639175257732,0,480,0.0,743.0
2024-03-26,HZ-Atun-Agua-140g,CEDI_Occidente,109,723,5,0,23.56,Despejado,8000,10.2,4.700480365792417,96.0,93.0,94.85714285714286,3.760699023168071,6.572727272727272,0,545,0.0,757.0
2024-03-27,HZ-Atun-Agua-140g,CEDI_Occidente,92,893,5,0,23.42,Lluvia,8000,10.47,4.532599493153256,109.0,97.0,97.14285714285714,6.3882332306768355,9.602150537634408,0,460,0.0,766.0
2024-03-28,HZ-Atun-Agua-140g,CEDI_Occidente,128,573,5,0,23.86,Lluvia,8000,8.39,4.859812404361672,92.0,94.0,96.42857142857143,6.679749068568944,4.441860465116279,0,640,0.0,733.0
2024-03-29,HZ-Atun-Agua-140g,CEDI_Occidente,103,555,5,0,23.7,Despejado,8000,10.63,4.6443908991413725,128.0,100.0,101.28571428571429,13.499559075691877,5.336538461538462,0,515,0.0,720.0
2024-03-30,HZ-Atun-Agua-140g,CEDI_Occidente,106,1098,5,0,23.99,Despejado,8000,8.39,4.672828834461906,103.0,88.0,101.71428571428571,13.499559075691876,10.261682242990654,0,530,0.0,715.0
2024-03-31,HZ-Atun-Agua-140g,CEDI_Occidente,105,987,5,0,23.3,Despejado,8000,10.18,4.663439094112067,106.0,96.0,104.28571428571429,12.092894411103352,9.31132075471698,0,525,0.0,706.0
2024-04-01,HZ-Atun-Agua-140g,CEDI_Occidente,100,441,5,0,22.19,Lluvia,8000,9.1,4.61512051684126,105.0,96.0,105.57142857142857,11.530497862294597,4.366336633663367,0,500,0.0,713.0
2024-04-02,HZ-Atun-Agua-140g,CEDI_Occidente,123,1024,5,0,23.52,Lluvia,8000,12.38,4.820281565605037,100.0,109.0,106.14285714285714,11.066896153673339,8.258064516129032,0,615,0.0,697.0
2024-04-03,HZ-Atun-Agua-140g,CEDI_Occidente,101,1772,5,1,24.45,Lluvia,8000,10.43,4.624972813284271,123.0,92.0,108.14285714285714,12.79880946844365,17.372549019607842,101,505,0.0,702.0
2024-04-04,HZ-Atun-Agua-140g,CEDI_Occidente,95,940,5,0,23.68,Lluvia,8000,10.72,4.564348191467836,101.0,128.0,109.42857142857143,11.267314717907718,9.791666666666666,0,475,0.0,698.0
2024-04-05,HZ-Atun-Agua-140g,CEDI_Occidente,90,1190,5,0,23.41,Tormenta,8000,10.99,4.51085950651685,95.0,103.0,104.71428571428571,8.845230083954544,13.076923076923077,0,450,3.0,686.0
2024-04-06,HZ-Atun-Agua-140g,CEDI_Occidente,101,66,5,0,24.08,Despejado,8000,11.47,4.624972813284271,90.0,106.0,102.85714285714286,10.479003951212311,0.6470588235294118,0,505,0.0,692.0
2024-04-07,HZ-Atun-Agua-140g,CEDI_Occidente,96,541,5,0,23.63,Despejado,8000,10.74,4.574710978503383,101.0,105.0,102.14285714285714,10.399175791516203,5.577319587628866,0,480,0.0,701.0
2024-04-08,HZ-Atun-Agua-140g,CEDI_Occidente,107,1429,5,0,24.17,Despejado,8000,9.24,4.68213122712422,96.0,100.0,100.85714285714286,10.54243127285432,13.231481481481481,0,535,0.0,683.0
2024-04-09,HZ-Atun-Agua-140g,CEDI_Occidente,107,1692,5,0,22.78,Despejado,8000,10.44,4.68213122712422,107.0,123.0,101.85714285714286,10.776959550024145,15.666666666666666,0,535,0.0,657.0
2024-04-10,HZ-Atun-Agua-140g,CEDI_Occidente,106,1398,5,0,23.84,Despejado,8000,10.88,4.672828834461906,107.0,101.0,99.57142857142857,6.320789582985713,13.065420560747663,0,530,0.0,650.0
