Fecha,SKU_ID,CEDI,Ventas_Unidades,Stock_Actual,Lead_Time_Dias,Promocion_Activa,Precio_Combustible_MXN,Clima,Costo_Quiebre_Stock_Diario,Costo_Transferencia_Unidad
2024-03-02,HZ-Atun-Agua-140g,CEDI_Sur,118,230,5,0,23.03,Despejado,8000,9.9
2024-03-02,HZ-Atun-Agua-140g,CEDI_Occidente,100,1808,5,0,23.82,Despejado,8000,9.42
2024-03-02,HZ-Atun-Agua-140g,CEDI_Bajio,92,834,5,0,23.71,Despejado,8000,9.77
2024-03-02,HZ-Champiñones-380g,CEDI_Norte,94,1891,3,1,23.51,Despejado,8000,11.37
2024-03-02,HZ-Champiñones-380g,CEDI_Sur,110,561,5,0,23.53,Despejado,8000,10.09
2024-03-02,HZ-Champiñones-380g,CEDI_Occidente,105,1771,5,0,23.84,Despejado,8000,8.89
2024-03-02,HZ-Champiñones-380g,CEDI_Bajio,96,1042,5,0,24.11,Despejado,8000,10.35
2024-03-03,HZ-Salsa-Verde-200g,CEDI_Norte,196,985,3,0,23.51,Despejado,15000,10.94
2024-03-03,HZ-Salsa-Verde-200g,CEDI_Sur,213,1677,5,0,23.13,Despejado,15000,9.92
2024-03-03,HZ-Salsa-Verde-200g,CEDI_Occidente,197,1714,5,0,23.26,Despejado,15000,9.85
2024-03-03,HZ-Salsa-Verde-200g,CEDI_Bajio,209,1958,5,0,24.57,Despejado,15000,10.73
2024-03-03,HZ-Salsa-Roja-200g,CEDI_Norte,210,203,3,0,23.38,Despejado,15000,12.37
2024-03-03,HZ-Salsa-Roja-200g,CEDI_Sur,200,1362,5,0,23.29,Tormenta,15000,10.64
2024-03-03,HZ-Salsa-Roja-200g,CEDI_Occidente,220,1979,5,0,24.08,Despejado,15000,10.51
2024-03-03,HZ-Salsa-Roja-200g,CEDI_Bajio,184,1832,5,1,23.67,Lluvia,15000,11.43
2024-03-03,HZ-Mole-Poblano-250g,CEDI_Norte,105,1618,3,0,23.84,Despejado,8000,10.57
2024-03-03,HZ-Mole-Poblano-250g,CEDI_Sur,90,1680,5,0,23.56,Despejado,8000,10.07
2024-03-03,HZ-Mole-Poblano-250g,CEDI_Occidente,105,1019,5,0,23.21,Despejado,8000,11.35
2024-03-03,HZ-Mole-Poblano-250g,CEDI_Bajio,106,462,5,0,23.72,Despejado,8000,10.42
2024-03-03,HZ-Atun-Agua-140g,CEDI_Norte,98,788,3,1,22.61,Lluvia,8000,9.28
2024-03-03,HZ-Atun-Agua-140g,CEDI_Sur,95,86,5,0,24.07,Despejado,8000,11.36
2024-03-03,HZ-Atun-Agua-140g,CEDI_Occidente,96,645,5,0,23.84,Despejado,8000,10.19
2024-03-03,HZ-Atun-Agua-140g,CEDI_Bajio,84,767,5,0,22.83,Despejado,8000,7.14
2024-03-03,HZ-Champiñones-380g,CEDI_Norte,84,997,3,0,23.89,Lluvia,8000,11.17
2024-03-03,HZ-Champiñones-380g,CEDI_Sur,84,984,5,1,24.41,Tormenta,8000,10.9
2024-03-03,HZ-Champiñones-380g,CEDI_Occidente,106,962,5,0,23.62,Despejado,8000,9.99
2024-03-03,HZ-Champiñones-380g,CEDI_Bajio,111,1590,5,0,23.72,Lluvia,8000,9.04
2024-03-04,HZ-Salsa-Verde-200g,CEDI_Norte,219,1400,3,1,23.17,Despejado,15000,11.86
2024-03-04,HZ-Salsa-Verde-200g,CEDI_Sur,212,140,5,0,23.14,Despejado,15000,8.62
2024-03-04,HZ-Salsa-Verde-200g,CEDI_Occidente,196,1733,5,0,23.66,Lluvia,15000,9.67
2024-03-04,HZ-Salsa-Verde-200g,CEDI_Bajio,203,1264,5,0,23.53,Despejado,15000,9.66
2024-03-04,HZ-Salsa-Roja-200g,CEDI_Norte,202,129,3,0,23.74,Despejado,15000,10.55
2024-03-04,HZ-Salsa-Roja-200g,CEDI_Sur,205,1488,5,1,23.05,Lluvia,15000,12.03
2024-03-04,HZ-Salsa-Roja-200g,CEDI_Occidente,171,1481,5,0,23.08,Despejado,15000,9.9
2024-03-04,HZ-Salsa-Roja-200g,CEDI_Bajio,194,781,5,0,23.34,Despejado,15000,8.84
2024-03-04,HZ-Mole-Poblano-250g,CEDI_Norte,93,510,3,0,23.87,Despejado,8000,11.98
2024-03-04,HZ-Mole-Poblano-250g,CEDI_Sur,119,926,5,0,24.2,Despejado,8000,10.05
2024-03-04,HZ-Mole-Poblano-250g,CEDI_Occidente,108,876,5,0,23.44,Despejado,8000,11.74
2024-03-04,HZ-Mole-Poblano-250g,CEDI_Bajio,93,567,5,0,24.32,Tormenta,8000,10.73
2024-03-04,HZ-Atun-Agua-140g,CEDI_Norte,102,763,3,0,23.34,Despejado,8000,8.9
2024-03-04,HZ-Atun-Agua-140g,CEDI_Sur,124,1519,5,1,21.76,Lluvia,8000,10.23
2024-03-04,HZ-Atun-Agua-140g,CEDI_Occidente,94,285,5,0,23.38,Despejado,8000,11.47
2024-03-04,HZ-Atun-Agua-140g,CEDI_Bajio,103,484,5,1,23.6,Despejado,8000,10.55
2024-03-04,HZ-Champiñones-380g,CEDI_Norte,104,484,3,1,23.6,Lluvia,8000,8.33
2024-03-04,HZ-Champiñones-380g,CEDI_Sur,97,1636,5,0,23.4,Lluvia,8000,11.92
2024-03-04,HZ-Champiñones-380g,CEDI_Occidente,108,118,5,1,22.47,Despejado,8000,10.41
2024-03-04,HZ-Champiñones-380g,CEDI_Bajio,92,810,5,0,22.62,Despejado,8000,12.0
2024-03-05,HZ-Salsa-Verde-200g,CEDI_Norte,185,330,3,1,24.53,Despejado,15000,10.18
2024-03-05,HZ-Salsa-Verde-200g,CEDI_Sur,186,1078,5,0,23.38,Despejado,15000,10.42
2024-03-05,HZ-Salsa-Verde-200g,CEDI_Occidente,201,1119,5,0,24.48,Despejado,15000,10.54
2024-03-05,HZ-Salsa-Verde-200g,CEDI_Bajio,213,288,5,0,23.31,Despejado,15000,9.44
2024-03-05,HZ-Salsa-Roja-200g,CEDI_Norte,218,1940,3,0,23.23,Despejado,15000,9.27
2024-03-05,HZ-Salsa-Roja-200g,CEDI_Sur,205,1289,5,0,23.7,Lluvia,15000,9.72
2024-03-05,HZ-Salsa-Roja-200g,CEDI_Occidente,211,1347,5,0,22.7,Despejado,15000,10.7
2024-03-05,HZ-Salsa-Roja-200g,CEDI_Bajio,195,1346,5,0,23.11,Lluvia,15000,10.15
2024-03-05,HZ-Mole-Poblano-250g,CEDI_Norte,103,116,3,0,24.79,Lluvia,8000,9.88
2024-03-05,HZ-Mole-Poblano-250g,CEDI_Sur,102,797,5,0,23.06,Despejado,8000,9.12
2024-03-05,HZ-Mole-Poblano-250g,CEDI_Occidente,102,926,5,0,23.19,Despejado,8000,9.24
2024-03-05,HZ-Mole-Poblano-250g,CEDI_Bajio,112,399,5,0,22.25,Tormenta,8000,11.18
2024-03-05,HZ-Atun-Agua-140g,CEDI_Norte,86,1805,3,1,24.4,Lluvia,8000,10.43
2024-03-05,HZ-Atun-Agua-140g,CEDI_Sur,107,1099,5,0,23.17,Despejado,8000,11.07
2024-03-05,HZ-Atun-Agua-140g,CEDI_Occidente,98,162,5,0,23.99,Despejado,8000,11.26
2024-03-05,HZ-Atun-Agua-140g,CEDI_Bajio,100,894,5,0,23.43,Despejado,8000,10.09
2024-03-05,HZ-Champiñones-380g,CEDI_Norte,95,370,3,0,24.69,Lluvia,8000,9.9
2024-03-05,HZ-Champiñones-380g,CEDI_Sur,85,285,5,0,23.25,Tormenta,8000,9.26
2024-03-05,HZ-Champiñones-380g,CEDI_Occidente,107,1422,5,0,23.2,Despejado,8000,11.09
2024-03-05,HZ-Champiñones-380g,CEDI_Bajio,89,1452,5,0,23.36,Despejado,8000,11.11
2024-03-06,HZ-Salsa-Verde-200g,CEDI_Norte,208,665,3,0,22.56,Lluvia,15000,10.15
2024-03-06,HZ-Salsa-Verde-200g,CEDI_Sur,200,1298,5,0,23.13,Despejado,15000,10.55
2024-03-06,HZ-Salsa-Verde-200g,CEDI_Occidente,202,628,5,0,23.06,Lluvia,15000,10.1
2024-03-06,HZ-Salsa-Verde-200g,CEDI_Bajio,205,1304,5,0,23.99,Despejado,15000,11.22
2024-03-06,HZ-Salsa-Roja-200g,CEDI_Norte,187,566,3,1,24.02,Despejado,15000,9.99
2024-03-06,HZ-Salsa-Roja-200g,CEDI_Sur,216,1769,5,0,22.99,Despejado,15000,13.48
2024-03-06,HZ-Salsa-Roja-200g,CEDI_Occidente,212,676,5,0,22.68,Despejado,15000,10.78
2024-03-06,HZ-Salsa-Roja-200g,CEDI_Bajio,203,864,5,0,23.88,Despejado,15000,10.71
2024-03-06,HZ-Mole-Poblano-250g,CEDI_Norte,85,1689,3,1,23.55,Despejado,8000,11.23
2024-03-06,HZ-Mole-Poblano-250g,CEDI_Sur,117,1179,5,0,23.19,Despejado,8000,10.32
2024-03-06,HZ-Mole-Poblano-250g,CEDI_Occidente,85,828,5,0,24.77,Despejado,8000,11.02
2024-03-06,HZ-Mole-Poblano-250g,CEDI_Bajio,79,1509,5,0,23.04,Despejado,8000,10.75
2024-03-06,HZ-Atun-Agua-140g,CEDI_Norte,99,396,3,0,23.37,Despejado,8000,9.0
2024-03-06,HZ-Atun-Agua-140g,CEDI_Sur,89,759,5,0,24.02,Despejado,8000,9.8
2024-03-06,HZ-Atun-Agua-140g,CEDI_Occidente,91,1122,5,0,23.1,Tormenta,8000,10.34
2024-03-06,HZ-Atun-Agua-140g,CEDI_Bajio,100,1214,5,0,24.17,Despejado,8000,10.17
2024-03-06,HZ-Champiñones-380g,CEDI_Norte,99,1550,3,0,23.14,Lluvia,8000,10.61
2024-03-06,HZ-Champiñones-380g,CEDI_Sur,99,1037,5,0,24.3,Despejado,8000,10.48
2024-03-06,HZ-Champiñones-380g,CEDI_Occidente,95,1716,5,0,23.92,Despejado,8000,9.17
2024-03-06,HZ-Champiñones-380g,CEDI_Bajio,106,882,5,0,23.11,Despejado,8000,9.88
2024-03-07,HZ-Salsa-Verde-200g,CEDI_Norte,204,1302,3,0,22.89,Despejado,15000,11.21
2024-03-07,HZ-Salsa-Verde-200g,CEDI_Sur,189,1193,5,0,23.36,Despejado,15000,9.44
2024-03-07,HZ-Salsa-Verde-200g,CEDI_Occidente,177,1746,5,0,22.67,Lluvia,15000,12.26
2024-03-07,HZ-Salsa-Verde-200g,CEDI_Bajio,215,795,5,0,23.34,Lluvia,15000,10.4
2024-03-07,HZ-Salsa-Roja-200g,CEDI_Norte,193,954,3,0,23.61,Lluvia,15000,10.4
2024-03-07,HZ-Salsa-Roja-200g,CEDI_Sur,182,681,5,1,22.83,Despejado,15000,10.38
2024-03-07,HZ-Salsa-Roja-200g,CEDI_Occidente,200,286,5,0,23.81,Despejado,15000,9.3
2024-03-07,HZ-Salsa-Roja-200g,CEDI_Bajio,182,659,5,0,23.6,Despejado,15000,9.52
2024-03-07,HZ-Mole-Poblano-250g,CEDI_Norte,101,1451,3,0,23.05,Lluvia,8000,9.59
2024-03-07,HZ-Mole-Poblano-250g,CEDI_Sur,92,870,5,0,23.42,Despejado,8000,11.31
2024-03-07,HZ-Mole-Poblano-250g,CEDI_Occidente,100,1069,5,1,23.39,Tormenta,8000,11.71
2024-03-07,HZ-Mole-Poblano-250g,CEDI_Bajio,107,1383,5,0,23.75,Lluvia,8000,10.68
2024-03-07,HZ-Atun-Agua-140g,CEDI_Norte,91,1221,3,0,23.62,Tormenta,8000,10.73
2024-03-07,HZ-Atun-Agua-140g,CEDI_Sur,88,1523,5,0,23.59,Despejado,8000,10.17
2024-03-07,HZ-Atun-Agua-140g,CEDI_Occidente,106,1112,5,0,23.35,Lluvia,8000,9.84
2024-03-07,HZ-Atun-Agua-140g,CEDI_Bajio,106,61,5,0,23.69,Lluvia,8000,11.11
2024-03-07,HZ-Champiñones-380g,CEDI_Norte,105,759,3,1,23.63,Despejado,8000,11.23
2024-03-07,HZ-Champiñones-380g,CEDI_Sur,78,1361,5,0,23.91,Despejado,8000,10.63
2024-03-07,HZ-Champiñones-380g,CEDI_Occidente,106,737,5,0,24.18,Lluvia,8000,10.14
2024-03-07,HZ-Champiñones-380g,CEDI_Bajio,79,1516,5,0,23.55,Despejado,8000,10.04
2024-03-08,HZ-Salsa-Verde-200g,CEDI_Norte,181,854,3,0,22.46,Despejado,15000,9.22
2024-03-08,HZ-Salsa-Verde-200g,CEDI_Sur,214,1031,5,0,23.93,Despejado,15000,10.78
2024-03-08,HZ-Salsa-Verde-200g,CEDI_Occidente,188,1243,5,1,23.82,Despejado,15000,10.33
2024-03-08,HZ-Salsa-Verde-200g,CEDI_Bajio,177,797,5,0,23.28,Despejado,15000,11.95
2024-03-08,HZ-Salsa-Roja-200g,CEDI_Norte,210,52,3,0,23.89,Lluvia,15000,10.05
2024-03-08,HZ-Salsa-Roja-200g,CEDI_Sur,204,998,5,1,22.53,Despejado,15000,9.29
2024-03-08,HZ-Salsa-Roja-200g,CEDI_Occidente,213,759,5,1,23.62,Tormenta,15000,11.43
2024-03-08,HZ-Salsa-Roja-200g,CEDI_Bajio,173,1934,5,0,23.64,Despejado,15000,12.96
2024-03-08,HZ-Mole-Poblano-250g,CEDI_Norte,89,802,3,1,23.73,Despejado,8000,11.01
2024-03-08,HZ-Mole-Poblano-250g,CEDI_Sur,91,1093,5,1,23.31,Lluvia,8000,9.33
2024-03-08,HZ-Mole-Poblano-250g,CEDI_Occidente,106,209,5,0,24.19,Despejado,8000,11.18
2024-03-08,HZ-Mole-Poblano-250g,CEDI_Bajio,115,1340,5,1,23.19,Lluvia,8000,10.11
2024-03-08,HZ-Atun-Agua-140g,CEDI_Norte,110,1334,3,0,23.02,Despejado,8000,9.65
2024-03-08,HZ-Atun-Agua-140g,CEDI_Sur,106,963,5,0,23.85,Despejado,8000,9.44
2024-03-08,HZ-Atun-Agua-140g,CEDI_Occidente,112,273,5,0,23.58,Despejado,8000,11.36
2024-03-08,HZ-Atun-Agua-140g,CEDI_Bajio,101,1362,5,1,23.8,Lluvia,8000,11.61
2024-03-08,HZ-Champiñones-380g,CEDI_Norte,113,412,3,0,23.04,Lluvia,8000,11.09
2024-03-08,HZ-Champiñones-380g,CEDI_Sur,126,1104,5,0,23.31,Lluvia,8000,9.67
2024-03-08,HZ-Champiñones-380g,CEDI_Occidente,89,1791,5,0,23.11,Despejado,8000,9.88
2024-03-08,HZ-Champiñones-380g,CEDI_Bajio,95,409,5,0,23.82,Lluvia,8000,12.66
2024-03-09,HZ-Salsa-Verde-200g,CEDI_Norte,179,635,3,0,23.32,Despejado,15000,11.61
2024-03-09,HZ-Salsa-Verde-200g,CEDI_Sur,211,965,5,0,23.41,Lluvia,15000,10.1
2024-03-09,HZ-Salsa-Verde-200g,CEDI_Occidente,173,754,5,0,24.51,Despejado,15000,9.76
2024-03-09,HZ-Salsa-Verde-200g,CEDI_Bajio,195,1106,5,0,24.28,Despejado,15000,10.43
2024-03-09,HZ-Salsa-Roja-200g,CEDI_Norte,198,1358,3,1,24.15,Despejado,15000,10.61
2024-03-09,HZ-Salsa-Roja-200g,CEDI_Sur,216,1157,5,0,23.39,Tormenta,15000,9.35
2024-03-09,HZ-Salsa-Roja-200g,CEDI_Occidente,197,1847,5,0,22.58,Despejado,15000,9.93
2024-03-09,HZ-Salsa-Roja-200g,CEDI_Bajio,210,1236,5,0,22.87,Lluvia,15000,11.94
2024-03-09,HZ-Mole-Poblano-250g,CEDI_Norte,99,479,3,0,24.31,Despejado,8000,8.02
2024-03-09,HZ-Mole-Poblano-250g,CEDI_Sur,109,1609,5,1,24.12,Despejado,8000,10.99
2024-03-09,HZ-Mole-Poblano-250g,CEDI_Occidente,86,1309,5,0,22.76,Despejado,8000,10.82
2024-03-09,HZ-Mole-Poblano-250g,CEDI_Bajio,104,435,5,0,23.28,Despejado,8000,8.61
2024-03-09,HZ-Atun-Agua-140g,CEDI_Norte,82,1439,3,1,23.95,Lluvia,8000,11.77
2024-03-09,HZ-Atun-Agua-140g,CEDI_Sur,107,1626,5,0,24.7,Lluvia,8000,10.48
2024-03-09,HZ-Atun-Agua-140g,CEDI_Occidente,102,1938,5,0,23.38,Despejado,8000,9.82
2024-03-09,HZ-Atun-Agua-140g,CEDI_Bajio,83,243,5,1,23.82,Lluvia,8000,9.52
2024-03-09,HZ-Champiñones-380g,CEDI_Norte,123,684,3,0,24.41,Lluvia,8000,10.86
2024-03-09,HZ-Champiñones-380g,CEDI_Sur,106,1391,5,0,24.56,Despejado,8000,10.29
2024-03-09,HZ-Champiñones-380g,CEDI_Occidente,103,944,5,0,24.37,Despejado,8000,10.7
2024-03-09,HZ-Champiñones-380g,CEDI_Bajio,80,958,5,0,22.72,Despejado,8000,11.55
2024-03-10,HZ-Salsa-Verde-200g,CEDI_Norte,211,358,3,0,24.98,Lluvia,15000,10.4
2024-03-10,HZ-Salsa-Verde-200g,CEDI_Sur,186,142,5,0,23.74,Despejado,15000,10.08
2024-03-10,HZ-Salsa-Verde-200g,CEDI_Occidente,237,73,5,0,22.89,Tormenta,15000,9.04
2024-03-10,HZ-Salsa-Verde-200g,CEDI_Bajio,203,1190,5,0,24.25,Lluvia,15000,12.14
2024-03-10,HZ-Salsa-Roja-200g,CEDI_Norte,191,1716,3,0,24.19,Despejado,15000,11.28
2024-03-10,HZ-Salsa-Roja-200g,CEDI_Sur,209,1672,5,0,23.62,Despejado,15000,8.18
2024-03-10,HZ-Salsa-Roja-200g,CEDI_Occidente,173,1575,5,1,23.89,Despejado,15000,7.65
2024-03-10,HZ-Salsa-Roja-200g,CEDI_Bajio,204,940,5,0,24.02,Despejado,15000,10.2
2024-03-10,HZ-Mole-Poblano-250g,CEDI_Norte,103,1749,3,1,22.72,Despejado,8000,10.23
2024-03-10,HZ-Mole-Poblano-250g,CEDI_Sur,89,1851,5,0,23.42,Despejado,8000,9.35
2024-03-10,HZ-Mole-Poblano-250g,CEDI_Occidente,122,935,5,0,23.34,Lluvia,8000,12.58
2024-03-10,HZ-Mole-Poblano-250g,CEDI_Bajio,110,1792,5,0,23.24,Tormenta,8000,10.54
2024-03-10,HZ-Atun-Agua-140g,CEDI_Norte,86,331,3,0,23.43,Tormenta,8000,9.47
2024-03-10,HZ-Atun-Agua-140g,CEDI_Sur,94,1279,5,0,23.26,Despejado,8000,8.04
2024-03-10,HZ-Atun-Agua-140g,CEDI_Occidente,92,968,5,0,24.05,Despejado,8000,9.46
2024-03-10,HZ-Atun-Agua-140g,CEDI_Bajio,84,1425,5,0,23.45,Despejado,8000,10.47
2024-03-10,HZ-Champiñones-380g,CEDI_Norte,108,394,3,0,22.96,Despejado,8000,11.17
2024-03-10,HZ-Champiñones-380g,CEDI_Sur,97,1675,5,0,23.67,Despejado,8000,9.39
2024-03-10,HZ-Champiñones-380g,CEDI_Occidente,108,1232,5,0,23.38,Despejado,8000,11.46
2024-03-10,HZ-Champiñones-380g,CEDI_Bajio,105,1667,5,1,23.89,Despejado,8000,10.11
2024-03-11,HZ-Salsa-Verde-200g,CEDI_Norte,191,774,3,0,22.86,Despejado,15000,8.86
2024-03-11,HZ-Salsa-Verde-200g,CEDI_Sur,195,354,5,0,23.35,Despejado,15000,10.47
2024-03-11,HZ-Salsa-Verde-200g,CEDI_Occidente,184,1011,5,0,23.99,Despejado,15000,10.18
2024-03-11,HZ-Salsa-Verde-200g,CEDI_Bajio,199,1227,5,0,23.54,Despejado,15000,9.32
2024-03-11,HZ-Salsa-Roja-200g,CEDI_Norte,199,392,3,0,23.37,Tormenta,15000,10.89
2024-03-11,HZ-Salsa-Roja-200g,CEDI_Sur,194,1966,5,0,24.52,Tormenta,15000,10.78
2024-03-11,HZ-Salsa-Roja-200g,CEDI_Occidente,201,155,5,0,23.01,Despejado,15000,11.44
2024-03-11,HZ-Salsa-Roja-200g,CEDI_Bajio,181,1424,5,1,23.23,Despejado,15000,11.01
2024-03-11,HZ-Mole-Poblano-250g,CEDI_Norte,109,1001,3,1,24.2,Despejado,8000,10.42
2024-03-11,HZ-Mole-Poblano-250g,CEDI_Sur,123,1191,5,0,24.16,Despejado,8000,10.92
2024-03-11,HZ-Mole-Poblano-250g,CEDI_Occidente,89,731,5,1,22.88,Lluvia,8000,9.81
2024-03-11,HZ-Mole-Poblano-250g,CEDI_Bajio,93,1133,5,0,23.79,Despejado,8000,11.18
2024-03-11,HZ-Atun-Agua-140g,CEDI_Norte,98,1634,3,0,23.32,Despejado,8000,10.95
2024-03-11,HZ-Atun-Agua-140g,CEDI_Sur,103,699,5,0,23.23,Despejado,8000,10.66
2024-03-11,HZ-Atun-Agua-140g,CEDI_Occidente,93,1731,5,0,24.34,Despejado,8000,9.95
2024-03-11,HZ-Atun-Agua-140g,CEDI_Bajio,85,603,5,1,23.13,Despejado,8000,11.37
2024-03-11,HZ-Champiñones-380g,CEDI_Norte,103,1426,3,0,23.21,Despejado,8000,10.3
2024-03-11,HZ-Champiñones-380g,CEDI_Sur,81,1612,5,0,23.82,Despejado,8000,8.94
2024-03-11,HZ-Champiñones-380g,CEDI_Occidente,91,391,5,0,24.34,Despejado,8000,10.92
2024-03-11,HZ-Champiñones-380g,CEDI_Bajio,80,1621,5,1,24.16,Despejado,8000,11.19
2024-03-12,HZ-Salsa-Verde-200g,CEDI_Norte,196,104,3,0,24.16,Lluvia,15000,9.29
2024-03-12,HZ-Salsa-Verde-200g,CEDI_Sur,226,397,5,1,23.12,Despejado,15000,11.29
2024-03-12,HZ-Salsa-Verde-200g,CEDI_Occidente,178,505,5,0,23.57,Lluvia,15000,10.35
2024-03-12,HZ-Salsa-Verde-200g,CEDI_Bajio,209,530,5,0,22.92,Despejado,15000,8.96
2024-03-12,HZ-Salsa-Roja-200g,CEDI_Norte,188,884,3,0,24.58,Despejado,15000,9.37
2024-03-12,HZ-Salsa-Roja-200g,CEDI_Sur,224,391,5,0,23.51,Despejado,15000,8.03
2024-03-12,HZ-Salsa-Roja-200g,CEDI_Occidente,202,1231,5,1,23.63,Lluvia,15000,10.82
2024-03-12,HZ-Salsa-Roja-200g,CEDI_Bajio,192,1478,5,0,23.28,Tormenta,15000,9.96
2024-03-12,HZ-Mole-Poblano-250g,CEDI_Norte,102,842,3,0,23.96,Despejado,8000,8.9
2024-03-12,HZ-Mole-Poblano-250g,CEDI_Sur,115,1509,5,0,22.97,Despejado,8000,10.19
2024-03-12,HZ-Mole-Poblano-250g,CEDI_Occidente,81,586,5,0,23.62,Tormenta,8000,9.53
2024-03-12,HZ-Mole-Poblano-250g,CEDI_Bajio,113,496,5,0,23.77,Despejado,8000,9.22
2024-03-12,HZ-Atun-Agua-140g,CEDI_Norte,88,1540,3,0,23.46,Lluvia,8000,9.02
2024-03-12,HZ-Atun-Agua-140g,CEDI_Sur,103,1032,5,0,23.19,Despejado,8000,10.2
2024-03-12,HZ-Atun-Agua-140g,CEDI_Occidente,80,1688,5,0,23.13,Despejado,8000,9.8
2024-03-12,HZ-Atun-Agua-140g,CEDI_Bajio,105,1763,5,0,23.44,Despejado,8000,11.49
2024-03-12,HZ-Champiñones-380g,CEDI_Norte,96,1599,3,0,23.71,Despejado,8000,10.4
2024-03-12,HZ-Champiñones-380g,CEDI_Sur,87,791,5,0,23.23,Despejado,8000,10.89
2024-03-12,HZ-Champiñones-380g,CEDI_Occidente,91,291,5,0,23.44,Despejado,8000,10.06
2024-03-12,HZ-Champiñones-380g,CEDI_Bajio,104,1841,5,0,22.9,Despejado,8000,10.46
2024-03-13,HZ-Salsa-Verde-200g,CEDI_Norte,210,1818,3,0,23.35,Tormenta,15000,11.53
2024-03-13,HZ-Salsa-Verde-200g,CEDI_Sur,182,1193,5,0,23.2,Despejado,15000,12.33
2024-03-13,HZ-Salsa-Verde-200g,CEDI_Occidente,216,281,5,0,24.21,Lluvia,15000,11.71
