Real,Predicho,SKU_ID,CEDI,Fecha
1340.0,1437.0789,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-23
1341.0,1416.8488,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-24
1356.0,1381.901,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-25
1362.0,1426.5525,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-26
1370.0,1405.4869,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-27
1393.0,1423.4916,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-28
1410.0,1411.1702,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-29
1410.0,1419.4435,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-30
1444.0,1394.7577,HZ-Salsa-Verde-200g,CEDI_Norte,2024-03-31
1443.0,1412.7705,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-01
1444.0,1410.5492,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-02
1449.0,1428.7133,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-03
1453.0,1371.6039,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-04
1456.0,1423.5106,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-05
1470.0,1435.4233,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-06
1426.0,1405.7661,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-07
1469.0,1396.3495,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-08
1440.0,1421.9142,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-09
1422.0,1434.784,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-10
1413.0,1418.7155,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-11
1407.0,1405.672,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-12
1363.0,1407.733,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-13
1370.0,1412.874,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-14
1330.0,1416.5128,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-15
1365.0,1412.3324,HZ-Salsa-Verde-200g,CEDI_Norte,2024-04-16
1387.0,1401.7788,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-08
1360.0,1404.4679,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-09
1370.0,1412.3336,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-10
1370.0,1387.2087,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-11
1338.0,1418.5645,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-12
1351.0,1377.3643,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-13
1377.0,1377.4443,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-14
1402.0,1421.0139,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-15
1430.0,1400.5392,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-16
1446.0,1407.054,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-17
1442.0,1435.6676,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-18
1438.0,1389.6333,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-19
1419.0,1409.9396,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-20
1398.0,1396.598,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-21
1397.0,1425.0807,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-22
1401.0,1406.2727,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-23
1391.0,1424.2784,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-24
1408.0,1434.2185,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-25
1430.0,1391.1094,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-26
1407.0,1402.6913,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-27
1386.0,1420.8451,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-28
1391.0,1392.3953,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-29
1388.0,1386.7612,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-30
1409.0,1440.2578,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-03-31
1399.0,1392.9087,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-01
1401.0,1398.8771,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-02
1443.0,1394.3429,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-03
1469.0,1413.6986,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-04
1472.0,1413.7489,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-05
1466.0,1423.2188,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-06
1464.0,1408.5332,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-07
1463.0,1397.2972,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-08
1478.0,1389.2855,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-09
1461.0,1413.7089,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-10
1416.0,1411.1028,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-11
1395.0,1414.0035,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-12
1375.0,1417.3756,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-13
1378.0,1408.8179,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-14
1370.0,1414.2643,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-15
1375.0,1409.7938,HZ-Salsa-Verde-200g,CEDI_Occidente,2024-04-16
1418.0,1410.3572,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-08
1434.0,1407.0458,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-09
1445.0,1422.7434,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-10
1465.0,1416.769,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-11
1475.0,1436.2592,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-12
1475.0,1417.4634,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-13
1433.0,1410.8297,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-14
1396.0,1411.9797,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-15
1375.0,1429.2864,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-16
1353.0,1424.8743,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-17
1342.0,1397.2375,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-18
1336.0,1418.491,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-19
1351.0,1397.6876,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-20
1365.0,1422.0961,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-21
1374.0,1410.8489,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-22
1386.0,1415.7428,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-23
1402.0,1423.1648,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-24
1402.0,1421.0653,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-25
1405.0,1398.3153,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-26
1377.0,1400.6241,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-27
1376.0,1403.9545,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-28
1371.0,1416.9608,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-29
1417.0,1391.9342,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-30
1389.0,1400.7628,HZ-Salsa-Verde-200g,CEDI_Sur,2024-03-31
1377.0,1433.6576,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-01
1379.0,1398.186,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-02
1353.0,1430.1942,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-03
1366.0,1428.4067,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-04
1369.0,1433.8228,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-05
1309.0,1412.899,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-06
1325.0,1405.2828,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-07
1343.0,1413.3015,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-08
1361.0,1411.8004,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-09
1407.0,1396.7319,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-10
1385.0,1390.0828,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-11
1403.0,1344.0975,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-12
1415.0,1395.8809,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-13
1467.0,1405.0393,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-14
1485.0,1416.1471,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-15
1489.0,1420.0187,HZ-Salsa-Verde-200g,CEDI_Sur,2024-04-16
